 ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Cash flow rate over revenues
0.559206357,0.589184474,0.605599872,0.618594964,0.618594964,0.999214741,0.797678453,0.809527399,0.303515341,0.781809835,0.000154953,0.50053597
0.491590699,0.554295683,0.54141014,0.61797518,0.61797518,0.999020968,0.797425014,0.809338613,0.303477878,0.781598606,0.000338931,0.458344447
0.582947399,0.631160052,0.615075754,0.618854408,0.619438159,0.999219594,0.797727149,0.809553048,0.303590268,0.781821765,0.000163626,0.485349303
0.554916394,0.613170519,0.603619037,0.635033656,0.635033656,0.999181695,0.7976512,0.809527399,0.303536611,0.781796501,0.000451792,0.478325491
0.502608102,0.554568251,0.552438567,0.61027112,0.61027112,0.999017271,0.797443828,0.809365694,0.303518484,0.781625413,0.000219131,0.467408134
0.454784771,0.474215002,0.508646073,0.612130472,0.611510688,0.998937774,0.797213906,0.80917196,0.303283069,0.781501764,0.000318463,0.468324065
0.532296592,0.578935892,0.577814658,0.614941121,0.614941121,0.999087755,0.79752116,0.80940931,0.303506157,0.781673975,0.00022341,0.471424138
0.496465656,0.559310946,0.544622303,0.641238703,0.641238703,0.999082671,0.79748616,0.809378974,0.303455642,0.781643238,0.000650455,0.462798286
0.420172573,0.46631051,0.468279887,0.65200565,0.65200565,0.995178792,0.793098831,0.805277628,0.303956442,0.777222735,0.004730111,0.391025222
0.515965485,0.562963367,0.565876118,0.624792805,0.624792805,0.999043962,0.797470251,0.809373636,0.303508816,0.781636361,0.000425427,0.468003657
0.472188368,0.532163105,0.521869479,0.616368065,0.616368065,0.998924833,0.797381021,0.809307756,0.30360187,0.781550045,0.000409353,0.462185988
0.386827865,0.419156127,0.431661224,0.636013779,0.636013779,0.995997675,0.794427176,0.806527783,0.304564315,0.778653616,0.003653998,0.427474564
0.617023351,0.659943306,0.656619733,0.634990415,0.635177792,0.999386098,0.797898415,0.8097059,0.303540962,0.7819958,0.000249544,0.487456279
0.496416906,0.553859573,0.544675839,0.610537771,0.610213465,0.99908475,0.797528769,0.809411133,0.303525735,0.781684361,0.000150559,0.465443748
0.517476722,0.574847362,0.561164945,0.647616714,0.647551853,0.999076547,0.797631279,0.809491595,0.303721994,0.781759168,0.000757882,0.476448336
0.537902793,0.581716092,0.576797473,0.635458856,0.635480477,0.999170371,0.797702248,0.809539117,0.303649726,0.781801273,0.000470178,0.479826879
0.52113294,0.578390754,0.566786231,0.629931247,0.629931247,0.999177419,0.79764871,0.809506698,0.303541445,0.781778256,0.0003742,0.479954371
0.631453225,0.682839075,0.670057284,0.62893671,0.62893671,0.999414407,0.797974087,0.80977178,0.303614196,0.782058116,0.000121071,0.490618421
0.491054453,0.549389446,0.543230366,0.623812681,0.623812681,0.999078049,0.797470389,0.809378844,0.303437756,0.781646887,0.000375587,0.466168441
0.517574221,0.573648059,0.55918411,0.624079332,0.622407357,0.999060832,0.797851102,0.809625698,0.304138925,0.781909203,0.000370152,0.46318244
0.514405499,0.573157436,0.569516569,0.625109904,0.625109904,0.999125539,0.797578018,0.809483262,0.30352646,0.7817558,0.000348875,0.471494594
0.495685663,0.541648495,0.543069757,0.616029346,0.615878003,0.99899601,0.797416436,0.80933679,0.3035151,0.781631168,0.000330373,0.4621776
0.520840443,0.589075447,0.579045987,0.619330057,0.619330057,0.999130392,0.797619382,0.809481309,0.303588576,0.781784572,0.000251162,0.483656677
0.461902208,0.515699956,0.510412763,0.609442338,0.609089206,0.998895946,0.797141277,0.809104388,0.303243672,0.781346255,0.000321469,0.459112755
0.500463121,0.546936328,0.539750522,0.605831736,0.605831736,0.999033447,0.797424737,0.809326375,0.303451291,0.781585273,0.00013171,0.464613372
0.518305465,0.577791103,0.567107447,0.64967065,0.64967065,0.999132009,0.797615508,0.809492637,0.303578425,0.781768571,0.000736373,0.487405954
0.527324136,0.584278238,0.567910488,0.606934375,0.606898341,0.99905413,0.797506773,0.809395509,0.303551355,0.781656992,0.00012801,0.464638535
0.504801833,0.574574793,0.571283259,0.641591836,0.641591836,0.99906245,0.797468591,0.809416732,0.303467243,0.781682957,0.000676358,0.469442977
0.571345001,0.62003925,0.607473633,0.631646464,0.631646464,0.999351896,0.797758137,0.809579348,0.303367663,0.781860923,0.00022711,0.495102455
0.568176278,0.607010467,0.615878794,0.626947635,0.626745845,0.999345772,0.797859956,0.809681553,0.303558364,0.781968432,0.000154606,0.487551899
0.522497928,0.57642826,0.568659993,0.620382248,0.620382248,0.999100349,0.797561279,0.809440427,0.303549904,0.781689554,0.000298227,0.471697575
0.529566616,0.593163977,0.586487499,0.646874414,0.647011343,0.999214626,0.797865628,0.809777899,0.303842602,0.782079309,0.000611023,0.493554096
0.581046166,0.687472743,0.659028856,0.664134681,0.664134681,0.999777572,0.798246894,0.810210935,0.303331167,0.782473696,0.000322395,0.449839377
0.349826939,0.377398604,0.384014134,0.625960305,0.646550109,0.990530558,0.78202274,0.787951355,0.294328124,0.766069163,0.009294399,0.428383785
0.553843904,0.581879634,0.600139194,0.625571138,0.625571138,0.999173606,0.797655904,0.809506828,0.303561989,0.781774747,0.000308056,0.460694665
0.489981963,0.53777802,0.546763745,0.611604376,0.611604376,0.998977176,0.797404124,0.809337962,0.303532985,0.781605483,0.000280534,0.462853644
0.549846439,0.611371566,0.586487499,0.612735842,0.613470935,0.999159741,0.797594619,0.809461259,0.303483921,0.781717624,0.000127778,0.475562601
0.515624238,0.702518535,0.554687082,0.609406305,0.60952882,0.99903495,0.798184918,0.809996891,0.304776043,0.781721975,0.000189297,0.466139923
0.546190221,0.593600087,0.588414797,0.642672855,0.642644028,0.999096998,0.797625469,0.809484825,0.303669062,0.781763098,0.000658665,0.478288585
0.531077853,0.593382032,0.58145511,0.615070843,0.614652849,0.999080244,0.7975545,0.809458134,0.303580117,0.781721273,0.000226301,0.471586858
0.610832155,0.648713476,0.640773061,0.612108851,0.612180919,0.999083826,0.798415393,0.810041288,0.305076716,0.782370538,0.000183168,0.477542085
0.432457466,0.47884867,0.481610365,0.600585191,0.600585191,0.993132682,0.790780798,0.803070783,0.304186539,0.775855574,0.005952735,0.389008832
0.500950617,0.558874836,0.548423363,0.617348189,0.617348189,0.999053668,0.797487405,0.809390432,0.303518484,0.781651799,0.000296145,0.462093724
0.484229513,0.543065853,0.535521174,0.611128728,0.611128728,0.999003867,0.797452543,0.809361137,0.303561748,0.781613624,0.00024619,0.487182842
0.476380832,0.549989097,0.537983832,0.625794549,0.625794549,0.999019582,0.797408274,0.809369079,0.303451533,0.781629624,0.000465784,0.460095787
0.514356749,0.567542521,0.568499384,0.619048992,0.619012958,0.999042922,0.797514658,0.809423111,0.303588335,0.781697273,0.000333611,0.467881197
0.458197241,0.506432621,0.510038011,0.625203592,0.625412589,0.998869139,0.797293037,0.809224951,0.30356489,0.78147622,0.000610214,0.466265737
0.579778677,0.616168775,0.628673912,0.616973436,0.616973436,0.999217976,0.797685647,0.809550835,0.303521142,0.781827379,0.000125697,0.477381042
0.527226637,0.582806367,0.56855292,0.617549979,0.617549979,0.999046504,0.797493907,0.809385745,0.303544829,0.781650396,0.000306668,0.459931389
0.535270316,0.597088966,0.583596552,0.605276813,0.605240779,0.999023048,0.797511753,0.809412565,0.303625073,0.781681273,0.000132519,0.474584602
0.520694194,0.650730484,0.569730714,0.630118624,0.630118624,0.999172104,0.797953059,0.809816047,0.304084301,0.781800852,0.000382526,0.47273932
0.539121533,0.587440035,0.586112747,0.607849637,0.607849637,0.999059446,0.797504283,0.809411003,0.303535886,0.781678326,0.000137954,0.472793001
0.545410228,0.608318796,0.605010975,0.613924963,0.613924963,0.999112597,0.797576635,0.809490033,0.303551113,0.781761414,0.000182243,0.470582019
0.471798372,0.538486699,0.524278602,0.647011343,0.646968103,0.999008374,0.797402602,0.809323771,0.303465068,0.781590325,0.000816741,0.465026044
0.424365037,0.478194505,0.472883987,0.620800242,0.621167789,0.998396436,0.796123091,0.808123872,0.302509632,0.780402252,0.001015173,0.449369669
0.462243455,0.510139555,0.508753145,0.626983669,0.62588103,0.999017849,0.797328314,0.809241746,0.303315456,0.781493904,0.000468906,0.465468911
0.477843319,0.533307894,0.528722094,0.616497788,0.616497788,0.998984802,0.797392919,0.809318953,0.303497456,0.781609132,0.000351419,0.468634408
0.464632184,0.511120802,0.511108732,0.644625895,0.644625895,0.998149973,0.796878569,0.80883488,0.304345094,0.781049271,0.001638222,0.457998876
0.501876859,0.54769952,0.562556882,0.64778247,0.64778247,0.999075622,0.797458907,0.80941556,0.303422771,0.781682115,0.000762507,0.458042492
0.448691074,0.502889228,0.495958028,0.618349933,0.618349933,0.99877208,0.797238531,0.809173132,0.303672687,0.781418114,0.00059414,0.430140158
0.49831814,0.55936546,0.55131431,0.633513023,0.639422592,0.999254951,0.797655212,0.809538206,0.303390625,0.781786536,0.000448901,0.457869706
0.626773266,0.65563672,0.649927726,0.622717249,0.622702835,0.999216821,0.797674995,0.809513598,0.303504948,0.781795519,0.000218784,0.463925585
0.574367474,0.618349324,0.606563521,0.611561135,0.611561135,0.999087061,0.79754952,0.809426496,0.303557155,0.781693484,0.00016987,0.458364577
0.460439721,0.520933275,0.517586595,0.618227418,0.618227418,0.998790798,0.797015526,0.809106992,0.303243914,0.781538115,0.000573326,0.465017656
0.396967777,0.430167902,0.428127844,0.633123856,0.633123856,0.99535477,0.793884743,0.805645826,0.304961426,0.777613052,0.004251029,0.415302416
0.534782821,0.543665504,0.57358531,0.614249269,0.614249269,0.998998783,0.797427504,0.809340175,0.303528635,0.781597343,0.000301349,0.458331027
0.239457905,0.233863934,0.257187216,0.61280791,0.61280791,0.99705863,0.795059115,0.807122524,0.303448874,0.779209828,0.002219874,0.430296168
0.395066543,0.465274749,0.460517158,0.657828738,0.657086438,0.998488758,0.796832501,0.808912347,0.303555705,0.781098114,0.001498996,0.440678393
0.427241262,0.468382032,0.493120617,0.642910679,0.642910679,0.998173198,0.795917241,0.808230503,0.302616947,0.781121131,0.001587342,0.492480478
0.479354556,0.520170083,0.533272659,0.621492094,0.621492094,0.998890516,0.797298155,0.809229768,0.303528877,0.781449693,0.000525799,0.454437483
0.483010774,0.536796773,0.525028106,0.60934865,0.609355857,0.999026515,0.797406891,0.809315829,0.303434614,0.781568431,0.000195079,0.463326707
0.62862575,0.685510249,0.677070507,0.628179997,0.628021447,0.999301055,0.797786221,0.809655513,0.303523076,0.781937133,0.000219825,0.470810162
0.499341881,0.550207152,0.548369827,0.622256014,0.622047017,0.999049162,0.797421002,0.809342649,0.303411894,0.781603097,0.000376166,0.4566384
0.630770731,0.665231138,0.648964077,0.623423514,0.623423514,0.999186316,0.797655904,0.809495631,0.303535402,0.781768571,0.000260876,0.459859255
0.456686004,0.514936764,0.503292467,0.614191614,0.614191614,0.998035004,0.796750604,0.808557689,0.304362254,0.78075692,0.001264948,0.459775379
0.434894945,0.496783689,0.487874083,0.618847202,0.618847202,0.99907204,0.797238946,0.809196828,0.303045962,0.781445904,0.000301811,0.465319611
0.464339687,0.544101614,0.519246212,0.601659003,0.601659003,0.998963657,0.797446041,0.809390822,0.303634499,0.781488571,0.000134485,0.463170697
0.383171647,0.437472743,0.430162214,0.587908445,0.588319232,0.998624988,0.795354887,0.807451533,0.300689398,0.779562671,0.000259373,0.464985783
0.505435577,0.545137375,0.561914449,0.605046196,0.605046196,0.998962964,0.79752531,0.809443292,0.303774443,0.781567167,0.000189528,0.483841205
0.580899917,0.56650676,0.613790888,0.616353652,0.616353652,0.999205844,0.79761288,0.80948157,0.303419387,0.78175201,0.000127778,0.512141114
0.432652464,0.446358482,0.481985117,0.589148013,0.589638075,0.998496037,0.796402539,0.80838687,0.30278952,0.780572077,0.000409584,0.462459425
0.487934481,0.505669429,0.547727394,0.606955995,0.606999236,0.998895831,0.797165625,0.809136547,0.303286211,0.781357062,0.000288051,0.478523439
0.486081997,0.532980811,0.542427325,0.603093155,0.603302152,0.99898954,0.797353492,0.809289789,0.303418662,0.781542466,0.000134948,0.465895003
0.482182031,0.472307021,0.53637775,0.608455008,0.608462215,0.998833089,0.797012759,0.808961171,0.303150618,0.781341342,0.000374315,0.46859247
0.478525813,0.493131269,0.532523154,0.598466395,0.598466395,0.998944823,0.797206297,0.809143968,0.30325479,0.781378395,0.000102107,0.471192639
0.574172476,0.648222852,0.63290326,0.628626818,0.628662852,0.999342883,0.797867565,0.809748214,0.303577458,0.78201966,0.000188141,0.493757077
0.471262126,0.539904056,0.525456395,0.616022139,0.615993312,0.999093301,0.797400389,0.809329629,0.303283311,0.78156015,0.000234742,0.469872424
0.531224102,0.613879198,0.58932491,0.619315643,0.619294023,0.999202262,0.79771539,0.809625698,0.303605979,0.781863028,0.000178658,0.493896312
0.542339005,0.554077628,0.58552385,0.609413511,0.609312616,0.999094572,0.797473433,0.809407748,0.303408752,0.781673133,0.000126275,0.472044824
0.527665383,0.602213258,0.590020879,0.623978437,0.623978437,0.999252872,0.797713177,0.809637807,0.303496247,0.781909344,0.000203173,0.479696032
0.474382099,0.507359355,0.517425986,0.595266579,0.595266579,0.998852963,0.797185408,0.809123657,0.303410686,0.781363377,0.00014258,0.460431293
0.510749281,0.529437418,0.578885379,0.597724095,0.597724095,0.998921482,0.797196613,0.809233023,0.303286936,0.781476922,0.000113555,0.470635699
0.53254034,0.588203227,0.592269393,0.619430952,0.619430952,0.999184583,0.797556852,0.80947493,0.30336573,0.781768852,0.000198548,0.503555522
0.521279189,0.611971217,0.575244927,0.661994263,0.661994263,0.999585763,0.798296697,0.810146357,0.303819399,0.78223145,0.000480007,0.42664251
0.532442841,0.583515046,0.5832218,0.617160812,0.61718964,0.999086137,0.797520469,0.809420637,0.303508332,0.781685063,0.000260992,0.475795778
0.539072783,0.565961622,0.598854328,0.60838294,0.60838294,0.999068574,0.797494461,0.809414518,0.303499389,0.781673413,0.000137376,0.474936883
0.569492517,0.648277366,0.634991167,0.611986336,0.612216953,0.999147493,0.797598631,0.809517504,0.303516792,0.78178808,0.000120031,0.471670735
0.58518988,0.652802006,0.642486214,0.625744101,0.625744101,0.999267431,0.79768039,0.80957388,0.303408511,0.781846186,0.000216818,0.478058764
0.524350412,0.575337985,0.583917769,0.621095721,0.621095721,0.999058521,0.797464579,0.809416992,0.303468452,0.781662185,0.000351419,0.478880753
0.614195876,0.674334932,0.660581402,0.618710273,0.618681445,0.999200413,0.797669738,0.809544325,0.303530085,0.781820361,0.000170679,0.468156312
0.587919856,0.593981683,0.63086889,0.612173713,0.612173713,0.999164362,0.797592267,0.809498756,0.303470144,0.781771519,0.000102338,0.475829328
0.543606493,0.552169647,0.603833182,0.609096412,0.609096412,0.999069498,0.797491694,0.809411914,0.303493105,0.781673975,0.000147899,0.495028644
0.502169356,0.567269952,0.554901226,0.623120829,0.623120829,0.999110402,0.797526832,0.809433006,0.303468694,0.781700501,0.000331992,0.4981673
0.423877541,0.443741823,0.469029391,0.445646377,0.445646377,0.995229402,0.792908197,0.805612495,0.303517517,0.777486876,0.001368327,0.447932027
0.368351777,0.390808984,0.388564698,0.604448032,0.604188587,0.998621522,0.796856434,0.80871614,0.303320049,0.780921973,0.000517589,0.39591354
0.315117243,0.364260794,0.352909685,0.619366091,0.619366091,0.997875318,0.795752477,0.807775073,0.302952183,0.779899654,0.001507784,0.346622715
0.211329401,0.196194941,0.225386798,0.641750386,0.641750386,0.994427157,0.791312578,0.803596519,0.302407877,0.775408836,0.005317775,0.375808359
0.493443182,0.568741823,0.552385031,0.620029115,0.620029115,0.999032985,0.797511615,0.809444333,0.303604045,0.781670887,0.000359861,0.458024039
0.48803198,0.541103358,0.545157664,0.60701365,0.60701365,0.998999361,0.797381575,0.809319734,0.303446941,0.781578396,0.000184671,0.460966424
0.510603032,0.55571304,0.564109428,0.603770593,0.603770593,0.998984802,0.797418235,0.809342779,0.303541928,0.781639589,0.000147321,0.460765121
0.536391557,0.611098997,0.603297821,0.621729918,0.621729918,0.999160896,0.797557405,0.809491465,0.303416487,0.781766186,0.000259141,0.467351098
0.511236777,0.561218927,0.570854971,0.614436645,0.614436645,0.999094572,0.797543018,0.809475451,0.303530085,0.781740361,0.000208493,0.46568028
0.509189295,0.571685565,0.566036726,0.617960766,0.617960766,0.99908683,0.797502623,0.8094222,0.303475461,0.781680431,0.000272786,0.45835619
0.479208307,0.541593982,0.538840409,0.630176278,0.630176278,0.998935001,0.797404401,0.80935632,0.303621931,0.78161222,0.000620737,0.471449301
0.436698679,0.481029219,0.487071042,0.617787803,0.617787803,0.998816796,0.797106831,0.809073661,0.303349294,0.781361974,0.000540254,0.410456036
0.622288305,0.705625818,0.688848439,0.622054224,0.622054224,0.999277252,0.797727426,0.809631167,0.303470144,0.78191173,0.000147899,0.502070909
0.495051918,0.54186655,0.560254832,0.600758154,0.600758154,0.998948982,0.797270764,0.809318172,0.303358962,0.781552571,0.000134717,0.467649698
0.518597962,0.561000872,0.57942074,0.616620303,0.616620303,0.999222136,0.797634738,0.809579478,0.303423496,0.781866958,0.000115868,0.469791903
0.489250719,0.55031618,0.536913111,0.601298664,0.601298664,0.998977985,0.797401219,0.809321036,0.303526218,0.781580501,0.000114249,0.460211536
0.502705601,0.587712604,0.574870175,0.614674469,0.614674469,0.999029172,0.797412563,0.809352414,0.303438965,0.781613624,0.000277759,0.444951058
0.658606737,0.720671609,0.708174956,0.625801756,0.625801756,0.999253334,0.797739185,0.809609163,0.303540478,0.781892642,0.000231967,0.445395603
0.589382343,0.68976232,0.673751271,0.618104902,0.618104902,0.999100696,0.797554085,0.809497063,0.303536611,0.781767589,0.000261223,0.468423039
0.56344757,0.626853467,0.610578725,0.608303665,0.608303665,0.999093416,0.797532504,0.809430272,0.303514133,0.781697554,0.000111242,0.450656333
0.495051918,0.548517226,0.54167782,0.608988311,0.608988311,0.999020968,0.797419342,0.809334968,0.303467727,0.781598887,0.000194616,0.468310645
0.500658119,0.522132577,0.556667916,0.59876908,0.59876908,0.998935117,0.797286673,0.809218962,0.303415762,0.781468641,0.000116677,0.463236121
0.339345781,0.364042739,0.379517105,0.502623272,0.502623272,0.997002705,0.794015474,0.806140315,0.301742722,0.778145545,0.000507875,0.445652265
0.342417004,0.392880506,0.381497939,0.603150809,0.603150809,0.998775546,0.796942482,0.808895031,0.303148201,0.78112057,0.000346678,0.453581943
0.397309024,0.447230702,0.442582579,0.595504403,0.595504403,0.998675829,0.797080269,0.809022754,0.303597519,0.781247588,0.000323782,0.456126754
0.511285526,0.542357174,0.568338776,0.609579268,0.609579268,0.998955915,0.797402741,0.809308538,0.303574799,0.78158036,0.000269317,0.460657759
0.514941744,0.614533362,0.599229081,0.619243575,0.619243575,0.999050895,0.797494184,0.809473888,0.303536128,0.781736571,0.000329333,0.463499493
0.391556574,0.443196686,0.432464265,0.66449502,0.66449502,0.99585613,0.794095574,0.8062157,0.304281044,0.777918035,0.004252648,0.43731327
0.417637596,0.486153511,0.465496012,0.604203001,0.604203001,0.997118599,0.795364709,0.80741013,0.303857587,0.779112986,0.002021788,0.436908986
0.509969288,0.566452246,0.56041544,0.604037245,0.604015624,0.999012302,0.797501516,0.809402931,0.303629665,0.781666536,0.000123615,0.466027528
0.460829718,0.511120802,0.512875422,0.613824068,0.613845688,0.999073196,0.797295942,0.809227685,0.303143367,0.781468641,0.000220403,0.469125924
0.460098474,0.496238552,0.511858237,0.5883913,0.5883913,0.998753708,0.797062838,0.809011297,0.30340416,0.781234535,0.00013171,0.460531944
0.453176035,0.46674662,0.504523797,0.578496375,0.578496375,0.998546185,0.796945802,0.808898155,0.303633774,0.781044499,0.000180624,0.466604598
0.442694876,0.499400349,0.499277263,0.596780005,0.596707938,0.998848803,0.797140862,0.809113372,0.30334156,0.781352991,0.000169986,0.458019006
0.4913957,0.562963367,0.548851652,0.60566598,0.605377708,0.999002943,0.797524619,0.809454228,0.303689606,0.781729554,0.000154837,0.471008111
0.483985765,0.503434365,0.522351304,0.594769311,0.594769311,0.998868677,0.797242681,0.809177168,0.303477878,0.781411518,0.00011899,0.452770019
0.458684737,0.454153947,0.508431929,0.576110927,0.576110927,0.998486909,0.796446255,0.808405228,0.302884991,0.780657832,0.000201554,0.471927397
0.373567981,0.398604448,0.417099416,0.583101515,0.583101515,0.998582467,0.796899043,0.808854149,0.303476186,0.781115938,0.000218206,0.455011198
0.614000877,0.694232447,0.671931046,0.629628562,0.629628562,0.999291811,0.797838098,0.809714623,0.303633049,0.781984151,0.000254747,0.495921089
0.511480525,0.576591801,0.566839767,0.622047017,0.62203981,0.999141369,0.79762035,0.809524665,0.303567307,0.78180001,0.000283656,0.482109996
0.600545995,0.669755778,0.658654104,0.629354704,0.629354704,0.999288576,0.797731714,0.8096201,0.30345395,0.781902186,0.000253706,0.476419818
0.63086823,0.69559529,0.691792923,0.623221724,0.623221724,0.999243512,0.797699758,0.80959354,0.303492138,0.781874537,0.000200398,0.484337754
0.544337737,0.629633668,0.627442583,0.614977154,0.614977154,0.999089603,0.797536101,0.809498886,0.303528635,0.781763098,0.000222253,0.465715508
0.470677132,0.503107283,0.526420044,0.598055608,0.598055608,0.998874454,0.797181673,0.809135245,0.303359204,0.781371518,0.000165938,0.476641252
0.476819578,0.517880506,0.530488784,0.600837429,0.600541951,0.998946671,0.797263985,0.809197609,0.303351953,0.781446746,0.00013356,0.460620853
0.569638766,0.612952464,0.596552278,0.635257066,0.635257066,0.999401465,0.797775153,0.809564245,0.303293462,0.781824572,0.00023532,0.483460406
0.520791693,0.598724379,0.584613737,0.612570086,0.612570086,0.999048584,0.797515903,0.809446937,0.303578908,0.78169601,0.000224566,0.466612986
0.600887242,0.670955081,0.65870764,0.626616123,0.626616123,0.999217861,0.797871715,0.809743787,0.303846469,0.782029204,0.000280534,0.470179412
0.603617218,0.660270388,0.665239038,0.637368656,0.637368656,0.999206422,0.797660054,0.809561251,0.303500598,0.781838747,0.000464512,0.471326841
0.663920441,0.692324466,0.709245677,0.630097003,0.630097003,0.999314458,0.79780794,0.809650957,0.303532985,0.781935449,0.000239599,0.493502093
0.525325403,0.600141736,0.581508646,0.624093746,0.624093746,0.999100234,0.797547445,0.809459436,0.303526218,0.781714256,0.000357779,0.453368897
0.559888851,0.585695595,0.616895979,0.615539284,0.615539284,0.999211506,0.797682327,0.809567891,0.303528877,0.781824431,0.000109045,0.477335749
0.61024716,0.665667248,0.677445259,0.623798267,0.623798267,0.999324858,0.79781624,0.809718789,0.303525735,0.78198794,0.000128241,0.477849073
0.525227904,0.562091147,0.570480218,0.614270889,0.614270889,0.999126001,0.797503314,0.809413346,0.303394975,0.781666817,0.00017438,0.479967791
0.536732804,0.608427824,0.605332191,0.629513253,0.630176278,0.999177304,0.797571101,0.809528831,0.303406094,0.781802256,0.000378247,0.469924427
0.59313606,0.672917575,0.665185502,0.617261707,0.617261707,0.999174877,0.797627682,0.809552267,0.303510024,0.781828501,0.000173455,0.478647576
0.50519183,0.589457043,0.576958081,0.610689113,0.610689113,0.999006525,0.79744618,0.809416471,0.30354507,0.781650957,0.000236477,0.465064627
0.575781212,0.646423899,0.639595267,0.619863359,0.619863359,0.999172797,0.797594204,0.809509172,0.303455884,0.781782607,0.000217397,0.464168826
0.454687271,0.515427388,0.513410782,0.609399098,0.609399098,0.998941819,0.797295112,0.809252813,0.303416487,0.78152015,0.000280534,0.463757832
0.348169454,0.2769843,0.389207131,0.617290535,0.617290535,0.998563055,0.796240404,0.808234279,0.302366063,0.780821481,0.000786213,0.451218305
0.510993029,0.543992586,0.576636865,0.62702691,0.62702691,0.999013111,0.797393195,0.809343561,0.303438723,0.781593975,0.000492033,0.475168382
0.521717935,0.556094636,0.573049949,0.6179968,0.6179968,0.999159625,0.797618552,0.809481309,0.303525976,0.781744712,0.000200514,0.48459106
0.488421976,0.556040122,0.547995075,0.616382479,0.616382479,0.999015307,0.797431516,0.809367126,0.30350084,0.781629062,0.000319041,0.458594399
0.406425194,0.429786306,0.446704856,0.536264576,0.536264576,0.993104026,0.790579236,0.802458595,0.303894325,0.774145114,0.004949242,0.447873313
0.531760347,0.562581771,0.575994432,0.611575549,0.611575549,0.999121263,0.797500547,0.809413086,0.303400293,0.781681273,0.000135873,0.465309546
0.442499878,0.48380942,0.4927994,0.582099771,0.582099771,0.998637929,0.796899458,0.808854539,0.303360654,0.781054745,0.000146511,0.455128625
0.417930093,0.475795901,0.473365812,0.612908805,0.612908805,0.998878152,0.797003352,0.809022754,0.30303992,0.781238746,0.000400565,0.44681647
0.477502072,0.485989969,0.5150704,0.597990746,0.597990746,0.99884083,0.797183748,0.809122095,0.303433164,0.781365342,0.000198548,0.466883068
0.466094672,0.531018317,0.523689705,0.599922167,0.599922167,0.998911083,0.797350586,0.809308538,0.3035777,0.78156001,0.000159347,0.485366079
0.469799639,0.532490188,0.521387655,0.599597861,0.599727583,0.998852616,0.797410211,0.809313485,0.303804172,0.781593553,0.000214737,0.468173087
0.53024911,0.543501962,0.568981209,0.601947275,0.601968895,0.998926566,0.79748699,0.809407487,0.303783627,0.781519729,0.000176577,0.48865068
0.449324818,0.453499782,0.49809947,0.592945992,0.592945992,0.998670167,0.796871098,0.808813918,0.303243914,0.781040289,0.000288397,0.469781837
0.502120606,0.520442652,0.542213181,0.605702014,0.605730841,0.99886937,0.797308531,0.809239533,0.303591477,0.78143229,0.000294179,0.473816294
0.490128211,0.557293938,0.545104128,0.617708529,0.617758976,0.999039225,0.797494599,0.809414518,0.303561506,0.781669484,0.000317191,0.468508593
0.508214303,0.582860881,0.564109428,0.625167558,0.625167558,0.999191169,0.797628097,0.809536513,0.30347667,0.781735028,0.000284003,0.483069542
0.443913616,0.534507196,0.494084266,0.610631459,0.610890904,0.998959266,0.797389875,0.809315308,0.303545554,0.781458536,0.00028701,0.465886616
0.53824404,0.598778892,0.593554259,0.616591476,0.616569855,0.99911953,0.797555054,0.809472977,0.303498906,0.781740501,0.000217744,0.480977664
0.541851509,0.547045355,0.578885379,0.603871488,0.603893109,0.998974287,0.797471219,0.809367647,0.303656252,0.781628782,0.000159694,0.474296067
0.417978843,0.470726123,0.460677766,0.601010392,0.601277043,0.998961577,0.797277128,0.809200994,0.303343494,0.781451658,0.000130322,0.471489562
0.492906937,0.559092891,0.545425344,0.608952277,0.608952277,0.999100927,0.797531121,0.80943535,0.303496006,0.781645203,0.000114133,0.479357171
0.488860722,0.546173136,0.543658654,0.61642572,0.61642572,0.999029865,0.797476338,0.809397072,0.303548938,0.781647729,0.000305165,0.484170001
0.629795739,0.71134976,0.6972536,0.632432004,0.632432004,0.999389333,0.797927328,0.809818521,0.303584951,0.782115239,0.000202248,0.500388348
0.510993029,0.573811601,0.559130574,0.619229162,0.618984131,0.999089719,0.79751701,0.809424543,0.303494555,0.781659799,0.0002862,0.478504986
0.550431434,0.630723942,0.607259489,0.660862797,0.660588939,0.999604597,0.798268199,0.810117844,0.303730212,0.782373345,0.000438609,0.54661265
0.544386487,0.608209769,0.604368542,0.618530103,0.618530103,0.99913016,0.797566674,0.8094817,0.303496972,0.781756501,0.000238558,0.471387232
0.504753083,0.549171391,0.561164945,0.607006443,0.607006443,0.999039803,0.797465547,0.809387307,0.303509299,0.781640712,0.000143967,0.474411817
0.593672305,0.664304405,0.66074201,0.624389224,0.624389224,0.999237735,0.797721754,0.80963338,0.303542895,0.781916782,0.000224913,0.479774876
0.541656511,0.606792412,0.601263451,0.610826042,0.610826042,0.999031368,0.797580785,0.80949472,0.303728278,0.781765343,0.000213812,0.483735521
0.360893092,0.401929786,0.402751753,0.602934606,0.602934606,0.998754516,0.796578508,0.808550008,0.30255628,0.780794674,0.000364255,0.470565243
