cliente_id,respuesta,cobertura,genero,estado,prima_mensual,meses_sin_reclamo,meses_poliza,reclamos,polizas,poliza_tipo,canal
IN77241,No,Basic,M,Married,67,3,50,0,3,Corporate Auto,Branch
DI42246,No,Basic,M,Married,62,9,49,0,1,Personal Auto,Agent
SE86346,No,Basic,F,Married,65,30,90,0,2,Corporate Auto,Web
FK46365,No,Basic,F,Married,102,24,5,0,1,Personal Auto,Agent
XW93623,No,Basic,M,Married,184,17,59,0,1,Personal Auto,Agent
FJ62579,No,Basic,M,Divorced,183,29,65,2,7,Personal Auto,Call Center
ZZ22193,No,Basic,F,Single,71,25,80,0,3,Personal Auto,Agent
ZY77695,No,Basic,M,Single,72,28,29,0,1,Personal Auto,Agent
ZJ65064,No,Basic,F,Single,70,28,29,0,8,Personal Auto,Call Center
FA59186,No,Basic,M,Single,67,11,87,0,3,Personal Auto,Web
XS74336,No,Basic,F,Single,71,12,37,0,1,Personal Auto,Web
RT80802,No,Basic,M,Married,102,33,51,0,2,Personal Auto,Branch
KN65809,No,Extended,F,Married,99,26,60,0,2,Personal Auto,Agent
QF17381,No,Basic,F,Married,62,5,41,0,3,Corporate Auto,Agent
JF16897,No,Basic,F,Married,73,8,65,0,2,Personal Auto,Branch
PB90912,No,Basic,M,Married,193,15,33,0,1,Personal Auto,Web
CH50339,No,Basic,F,Married,69,18,64,1,1,Corporate Auto,Call Center
GU41198,No,Extended,F,Divorced,80,22,50,2,2,Corporate Auto,Call Center
CT96082,No,Basic,F,Married,62,25,32,0,6,Corporate Auto,Call Center
KP26590,No,Extended,F,Married,96,21,37,1,1,Personal Auto,Branch
ZQ51896,No,Basic,M,Single,108,15,17,0,2,Special Auto,Web
BI34286,No,Extended,M,Married,81,22,54,0,5,Corporate Auto,Branch
XJ97760,No,Basic,M,Single,61,7,87,0,8,Personal Auto,Call Center
CO71128,No,Basic,F,Single,190,7,45,0,2,Personal Auto,Agent
SJ88799,No,Premium,M,Single,101,2,61,0,1,Personal Auto,Agent
RC74014,No,Basic,F,Single,71,3,84,0,6,Special Auto,Web
CP66511,No,Basic,M,Married,65,4,44,2,1,Personal Auto,Agent
JG13893,No,Basic,M,Married,61,33,31,0,2,Corporate Auto,Call Center
ER49844,No,Basic,M,Married,64,2,52,2,5,Personal Auto,Call Center
AU91447,Yes,Basic,M,Married,105,3,56,0,2,Special Auto,Agent
SK58227,Yes,Basic,F,Single,113,12,59,0,7,Personal Auto,Agent
HG23705,No,Basic,F,Single,73,4,93,1,1,Personal Auto,Agent
MV93555,No,Extended,F,Single,137,1,95,0,3,Personal Auto,Web
VQ20924,No,Extended,F,Married,93,24,80,0,8,Corporate Auto,Agent
AR59416,No,Basic,M,Married,113,0,16,0,2,Personal Auto,Web
DF65548,No,Premium,F,Married,106,11,49,0,5,Personal Auto,Agent
PA28328,Yes,Extended,F,Married,95,3,54,0,1,Corporate Auto,Branch
WY31530,No,Basic,M,Married,68,21,73,0,1,Personal Auto,Branch
LV89056,No,Extended,F,Single,91,7,14,1,1,Personal Auto,Call Center
KC49055,No,Extended,M,Married,92,2,83,0,3,Personal Auto,Agent
RA62150,No,Basic,F,Single,116,29,22,0,2,Personal Auto,Branch
OY70124,Yes,Basic,F,Married,106,34,36,1,2,Personal Auto,Branch
OT94107,No,Extended,F,Single,81,33,52,1,1,Personal Auto,Branch
CF27806,Yes,Extended,F,Married,138,20,11,0,1,Personal Auto,Agent
EK50729,No,Basic,M,Divorced,67,27,7,0,7,Personal Auto,Branch
TF53472,No,Basic,F,Divorced,68,33,25,0,5,Personal Auto,Agent
PG50529,No,Basic,F,Married,70,4,89,0,3,Personal Auto,Call Center
QT46509,No,Extended,M,Married,93,33,68,0,7,Personal Auto,Branch
LI72489,No,Premium,M,Married,193,24,68,0,9,Corporate Auto,Web
MF74413,Yes,Extended,M,Married,131,34,61,0,9,Personal Auto,Agent
SI58884,No,Basic,M,Married,105,10,24,0,1,Personal Auto,Web
KG53604,Yes,Basic,M,Married,62,15,7,0,2,Personal Auto,Branch
XB97091,No,Basic,F,Married,115,15,60,0,2,Personal Auto,Web
JS12902,No,Basic,F,Married,107,18,44,0,1,Corporate Auto,Branch
LL14393,No,Basic,M,Married,65,6,99,0,1,Personal Auto,Call Center
UJ71101,No,Extended,M,Single,124,2,85,0,2,Personal Auto,Web
ZY95807,No,Basic,M,Single,180,15,87,0,2,Corporate Auto,Web
GA72966,Yes,Extended,F,Divorced,215,4,21,1,1,Personal Auto,Agent
WS36101,No,Basic,M,Married,63,21,61,0,1,Personal Auto,Agent
GY88677,No,Premium,F,Married,199,34,17,1,2,Personal Auto,Agent
XT45580,No,Basic,F,Single,104,20,85,0,1,Corporate Auto,Branch
RY23571,No,Basic,F,Married,65,16,39,5,1,Personal Auto,Branch
NB82190,No,Basic,M,Single,68,10,60,0,3,Personal Auto,Branch
XG14438,Yes,Extended,M,Single,126,12,4,0,2,Personal Auto,Agent
TQ84956,Yes,Premium,M,Divorced,276,33,91,0,1,Corporate Auto,Agent
FV58292,Yes,Basic,M,Single,72,12,61,0,6,Personal Auto,Call Center
EF52334,No,Extended,M,Divorced,93,29,63,0,1,Personal Auto,Agent
ZV17267,No,Extended,F,Married,92,12,7,0,2,Personal Auto,Agent
RH71877,Yes,Basic,F,Single,65,2,37,0,4,Personal Auto,Web
GS23406,No,Basic,F,Single,70,6,50,0,1,Personal Auto,Branch
VZ66567,No,Basic,M,Divorced,106,24,27,0,1,Personal Auto,Branch
VP57785,Yes,Basic,F,Single,65,2,37,0,4,Personal Auto,Web
NS51605,Yes,Basic,M,Divorced,74,3,63,0,2,Personal Auto,Call Center
QV48556,No,Basic,F,Divorced,71,4,9,0,3,Corporate Auto,Agent
PR10005,No,Basic,M,Divorced,74,23,76,0,1,Personal Auto,Web
IF80474,No,Premium,M,Married,111,14,5,0,2,Personal Auto,Call Center
NE73773,No,Basic,M,Divorced,113,1,61,0,1,Personal Auto,Branch
WM72573,No,Extended,M,Married,131,14,18,2,2,Personal Auto,Web
NX71501,No,Basic,F,Married,74,31,18,0,7,Personal Auto,Agent
LR79755,No,Basic,M,Divorced,72,20,64,0,1,Personal Auto,Branch
KC26486,Yes,Extended,F,Divorced,215,4,21,1,1,Personal Auto,Agent
DY22077,Yes,Basic,M,Single,73,6,85,0,2,Corporate Auto,Agent
UV54104,Yes,Basic,M,Divorced,63,21,12,0,1,Personal Auto,Agent
SG66076,No,Extended,M,Single,139,7,6,0,7,Personal Auto,Branch
GW52309,No,Basic,F,Married,114,2,8,0,3,Personal Auto,Branch
DC46965,No,Basic,M,Married,72,14,78,0,8,Personal Auto,Agent
JK57654,Yes,Extended,M,Divorced,137,2,40,0,5,Personal Auto,Agent
QO62792,Yes,Extended,M,Single,210,7,24,2,1,Personal Auto,Agent
XI56955,Yes,Basic,F,Married,73,18,45,0,5,Personal Auto,Call Center
NR99710,No,Basic,F,Married,62,35,99,0,3,Personal Auto,Branch
QH90382,No,Premium,F,Married,103,35,57,0,1,Personal Auto,Branch
SI30451,No,Basic,F,Married,68,28,56,0,1,Personal Auto,Agent
UM39817,Yes,Basic,F,Married,73,4,47,0,2,Personal Auto,Call Center
YG98004,No,Premium,F,Married,104,16,22,0,2,Corporate Auto,Agent
KF80172,Yes,Basic,M,Single,69,13,15,0,1,Personal Auto,Agent
LD95617,No,Basic,M,Divorced,72,3,64,0,3,Corporate Auto,Agent
YJ24476,No,Basic,F,Married,61,6,82,0,3,Personal Auto,Call Center
LM67096,No,Basic,F,Divorced,61,11,6,1,1,Corporate Auto,Web
FB21121,No,Basic,F,Married,63,1,77,0,1,Corporate Auto,Branch
LW91009,No,Basic,M,Divorced,68,34,54,1,3,Personal Auto,Agent
RD28560,Yes,Basic,F,Married,106,34,36,1,2,Corporate Auto,Branch
DD22139,No,Basic,F,Divorced,72,9,28,0,2,Corporate Auto,Branch
LN50415,No,Extended,M,Married,128,16,48,0,1,Corporate Auto,Web
OP62891,No,Basic,F,Single,64,23,66,0,1,Personal Auto,Agent
JT47995,No,Extended,F,Married,204,35,45,0,2,Personal Auto,Web
AG39150,No,Basic,M,Married,63,22,94,0,1,Personal Auto,Agent
QJ65440,No,Extended,F,Single,87,13,3,1,2,Corporate Auto,Agent
IJ40048,No,Basic,M,Single,64,17,87,0,4,Corporate Auto,Branch
PX86841,Yes,Extended,F,Married,82,26,19,3,8,Special Auto,Agent
ES87355,No,Basic,F,Married,63,2,71,0,2,Personal Auto,Agent
EZ85603,No,Premium,F,Married,152,8,94,0,7,Personal Auto,Branch
YJ96611,No,Basic,F,Single,104,30,96,0,3,Special Auto,Web
UB18338,Yes,Basic,M,Divorced,115,2,75,0,2,Personal Auto,Branch
TF67147,Yes,Basic,F,Single,63,7,63,1,1,Personal Auto,Branch
FY83287,No,Basic,M,Divorced,63,2,8,0,1,Personal Auto,Agent
JO11457,No,Basic,M,Single,70,1,4,1,4,Personal Auto,Agent
BS94221,No,Basic,F,Married,62,1,92,0,1,Special Auto,Branch
CB64729,No,Premium,M,Single,112,10,8,0,7,Personal Auto,Call Center
XB32430,No,Basic,M,Married,72,33,39,0,5,Personal Auto,Branch
LN43251,No,Extended,M,Single,133,18,2,0,1,Personal Auto,Web
BX20227,Yes,Extended,F,Married,82,26,19,3,8,Personal Auto,Agent
PC12390,No,Basic,M,Single,69,11,44,1,3,Corporate Auto,Call Center
XQ44462,Yes,Basic,M,Single,69,12,89,0,1,Corporate Auto,Call Center
GF59560,No,Basic,F,Married,72,1,76,0,3,Personal Auto,Call Center
FE67098,No,Basic,M,Married,117,26,58,0,1,Personal Auto,Call Center
LO98108,No,Basic,M,Married,62,19,26,0,1,Personal Auto,Branch
SP94430,No,Basic,F,Single,65,8,57,0,2,Personal Auto,Agent
SH44158,No,Basic,M,Married,63,33,34,0,1,Special Auto,Call Center
WY41435,No,Extended,F,Single,76,3,38,0,2,Personal Auto,Web
MR77933,Yes,Premium,F,Divorced,101,18,39,0,2,Personal Auto,Agent
WJ38827,No,Extended,M,Married,97,26,25,0,3,Corporate Auto,Agent
TM33419,No,Extended,F,Single,137,12,22,1,1,Personal Auto,Branch
QF91596,No,Basic,F,Single,61,28,78,0,3,Personal Auto,Agent
DB16336,Yes,Extended,F,Divorced,87,4,4,3,1,Corporate Auto,Agent
BX35013,No,Basic,F,Married,113,21,15,0,2,Personal Auto,Agent
JB20891,Yes,Extended,F,Divorced,90,18,84,0,2,Personal Auto,Agent
WE68750,No,Basic,M,Single,72,28,87,0,5,Corporate Auto,Call Center
RN65450,No,Extended,M,Single,88,26,73,0,1,Personal Auto,Branch
BW79345,No,Basic,F,Divorced,61,15,3,0,3,Personal Auto,Call Center
OZ64384,Yes,Basic,F,Married,107,2,74,0,3,Personal Auto,Branch
KV99077,No,Basic,M,Divorced,65,6,53,0,6,Personal Auto,Web
NY24020,No,Extended,M,Divorced,94,20,17,0,1,Personal Auto,Web
CJ81799,Yes,Extended,F,Married,93,30,66,0,5,Personal Auto,Call Center
QI69873,No,Extended,M,Single,207,25,15,0,3,Personal Auto,Agent
VC70716,Yes,Extended,M,Married,131,34,61,0,9,Corporate Auto,Agent
ZB88708,No,Basic,M,Married,69,5,6,0,1,Personal Auto,Call Center
XG64081,Yes,Basic,M,Married,69,4,65,0,1,Personal Auto,Agent
ZZ35218,No,Basic,M,Married,74,19,8,0,8,Corporate Auto,Agent
KA95976,No,Basic,F,Married,68,16,67,3,7,Personal Auto,Branch
TF23305,No,Extended,F,Married,89,34,90,0,1,Personal Auto,Web
TU72516,No,Basic,F,Married,73,23,85,0,9,Personal Auto,Branch
DM16101,No,Basic,F,Divorced,61,8,36,0,6,Special Auto,Agent
UF93725,No,Basic,M,Single,66,2,76,0,1,Personal Auto,Web
IH62666,No,Basic,F,Married,61,10,61,0,2,Personal Auto,Web
FG23952,No,Extended,M,Single,132,20,22,0,2,Personal Auto,Agent
NH85248,No,Basic,M,Single,68,8,72,0,2,Corporate Auto,Agent
XO75323,No,Basic,M,Married,100,5,22,1,1,Personal Auto,Web
FX78901,No,Extended,F,Single,82,33,26,0,2,Special Auto,Call Center
KG40352,No,Basic,F,Married,68,29,37,0,3,Personal Auto,Branch
GX27974,No,Basic,F,Married,63,0,42,0,3,Personal Auto,Agent
ST31207,Yes,Basic,F,Married,67,3,0,0,6,Personal Auto,Call Center
VC64410,Yes,Basic,F,Divorced,65,23,27,0,1,Personal Auto,Agent
YO49328,No,Basic,M,Married,105,8,22,1,2,Personal Auto,Branch
KP10993,Yes,Extended,F,Divorced,86,21,76,0,6,Personal Auto,Branch
FR15853,Yes,Extended,M,Married,80,5,72,0,3,Corporate Auto,Call Center
BR13613,Yes,Extended,M,Single,86,21,35,0,3,Personal Auto,Agent
MM27192,Yes,Basic,F,Married,62,0,59,0,2,Personal Auto,Agent
HI36042,No,Basic,M,Married,105,7,20,0,2,Personal Auto,Agent
GT89774,No,Extended,F,Married,213,18,27,0,3,Personal Auto,Agent
SB83749,No,Basic,M,Married,61,4,6,1,3,Personal Auto,Branch
WE77831,No,Basic,M,Divorced,73,8,17,2,9,Personal Auto,Agent
HM21382,No,Basic,M,Married,61,24,44,3,1,Personal Auto,Branch
ML10022,Yes,Basic,F,Single,68,19,2,3,2,Personal Auto,Agent
QJ65472,No,Premium,M,Single,114,17,8,0,2,Personal Auto,Agent
TZ71391,Yes,Basic,M,Divorced,74,3,63,0,2,Personal Auto,Call Center
AS62048,No,Basic,M,Single,73,1,31,0,3,Personal Auto,Web
PL14941,No,Premium,F,Married,112,13,60,0,5,Personal Auto,Branch
LK87874,No,Basic,F,Single,109,5,95,0,3,Personal Auto,Call Center
NK53938,No,Basic,M,Married,65,21,68,0,1,Personal Auto,Call Center
VF96109,Yes,Basic,M,Married,110,23,25,1,8,Personal Auto,Branch
IV32877,No,Basic,M,Single,101,31,1,0,3,Personal Auto,Web
EE96187,No,Extended,F,Married,88,5,79,0,6,Personal Auto,Branch
FJ31683,No,Basic,F,Married,71,8,31,0,1,Personal Auto,Agent
ON90223,No,Basic,M,Married,107,6,9,2,2,Personal Auto,Agent
SC70396,No,Extended,M,Divorced,88,15,65,1,1,Personal Auto,Web
WF44706,Yes,Extended,M,Single,76,17,72,0,8,Personal Auto,Agent
CF15252,No,Basic,F,Married,109,2,64,0,1,Personal Auto,Call Center
DG51590,No,Extended,F,Single,91,20,18,0,2,Personal Auto,Agent
LE12782,No,Basic,M,Married,61,15,8,4,7,Personal Auto,Agent
LD98568,No,Extended,F,Married,97,19,62,0,3,Personal Auto,Agent
WX92363,No,Basic,F,Divorced,108,30,89,0,1,Personal Auto,Branch
KX57885,No,Extended,M,Divorced,89,4,74,1,3,Personal Auto,Call Center
XI30683,No,Basic,M,Single,103,13,20,0,9,Personal Auto,Branch
TM13510,No,Basic,M,Married,65,1,7,0,1,Personal Auto,Agent
LU95652,No,Extended,M,Married,91,21,63,0,3,Personal Auto,Web
OD45969,No,Premium,M,Married,105,3,40,0,9,Personal Auto,Branch
MU96709,No,Basic,F,Single,72,11,57,0,2,Corporate Auto,Call Center
KX55910,No,Basic,F,Married,62,16,12,0,5,Personal Auto,Web
KE10223,No,Premium,M,Single,177,0,6,0,7,Personal Auto,Branch
QS29824,No,Extended,M,Single,134,26,88,0,4,Personal Auto,Agent
OF12725,No,Extended,F,Married,97,31,65,2,3,Personal Auto,Branch
WE52840,No,Extended,F,Divorced,89,8,54,0,3,Corporate Auto,Call Center
OJ65117,No,Basic,F,Divorced,68,22,59,1,4,Personal Auto,Agent
FC52000,No,Basic,F,Married,111,8,94,2,1,Corporate Auto,Branch
IN57582,No,Extended,F,Single,81,12,91,1,3,Corporate Auto,Agent
UY13430,Yes,Basic,F,Single,113,12,59,0,7,Special Auto,Agent
PD66941,Yes,Basic,M,Divorced,65,1,36,1,3,Personal Auto,Agent
IB36843,No,Basic,M,Single,70,8,89,0,3,Personal Auto,Web
VE51810,No,Basic,M,Married,73,2,38,0,4,Personal Auto,Branch
RX50446,No,Premium,F,Divorced,110,17,3,0,7,Personal Auto,Branch
TK22471,No,Basic,M,Married,62,7,51,1,2,Personal Auto,Call Center
YR85283,No,Extended,F,Married,126,6,32,0,2,Personal Auto,Agent
WH83589,No,Basic,F,Married,71,11,59,0,2,Personal Auto,Web
NM40177,No,Basic,M,Married,68,20,29,0,2,Personal Auto,Agent
UV44069,No,Basic,F,Single,69,19,56,0,1,Corporate Auto,Agent
CO25601,No,Basic,M,Single,71,16,90,3,9,Personal Auto,Agent
IS58493,No,Basic,M,Married,110,28,59,1,1,Personal Auto,Agent
YF54705,No,Extended,M,Married,92,23,98,1,4,Personal Auto,Branch
ES66762,Yes,Extended,F,Married,88,7,3,0,2,Personal Auto,Call Center
CX85598,No,Basic,M,Single,70,0,37,2,5,Personal Auto,Branch
QF74806,Yes,Extended,M,Married,76,15,60,1,4,Personal Auto,Branch
LO17461,No,Basic,F,Married,72,17,19,0,1,Personal Auto,Branch
KW95891,No,Basic,F,Married,65,7,10,0,1,Personal Auto,Branch
YR45605,No,Basic,F,Single,68,6,35,0,1,Personal Auto,Web
OW83209,No,Basic,M,Divorced,107,29,79,0,9,Personal Auto,Branch
AT86990,No,Basic,F,Divorced,62,2,95,0,1,Personal Auto,Agent
CW80905,No,Basic,M,Married,115,1,57,0,7,Personal Auto,Agent
TK65222,No,Premium,M,Single,109,16,31,0,2,Personal Auto,Agent
FQ89652,No,Basic,F,Single,103,29,91,0,6,Special Auto,Agent
PH70685,No,Basic,F,Married,68,10,95,0,4,Corporate Auto,Call Center
AP34711,No,Extended,F,Married,129,35,40,0,4,Personal Auto,Branch
AZ31562,Yes,Basic,M,Married,73,17,64,0,3,Personal Auto,Branch
VU87728,No,Basic,M,Single,72,31,75,0,9,Personal Auto,Agent
XX34879,No,Extended,M,Married,93,27,31,0,2,Corporate Auto,Agent
GG91020,No,Basic,M,Single,72,17,52,0,2,Personal Auto,Agent
RO58812,No,Basic,M,Single,64,25,33,0,5,Personal Auto,Call Center
GU29647,Yes,Basic,M,Married,65,9,31,0,2,Personal Auto,Agent
QF66202,No,Basic,M,Divorced,66,14,4,1,1,Personal Auto,Branch
GB44176,No,Premium,M,Married,106,8,94,0,8,Personal Auto,Agent
RH70194,No,Basic,M,Married,64,19,16,0,8,Personal Auto,Branch
TL40288,No,Premium,F,Married,119,18,65,0,2,Personal Auto,Agent
VZ70667,No,Basic,F,Married,73,17,73,0,2,Personal Auto,Branch
GK21260,No,Extended,F,Married,131,26,99,0,3,Personal Auto,Call Center
GS92994,No,Extended,F,Married,96,25,50,0,2,Personal Auto,Web
KI91500,No,Basic,F,Married,74,13,74,0,2,Personal Auto,Branch
TL51969,No,Basic,M,Divorced,63,26,79,1,2,Personal Auto,Call Center
NR16284,Yes,Extended,F,Married,93,30,66,0,5,Personal Auto,Call Center
MA68039,No,Extended,M,Married,96,12,52,3,1,Personal Auto,Call Center
ZI51939,No,Basic,M,Married,69,9,25,0,4,Corporate Auto,Branch
NX93393,No,Premium,M,Married,108,30,1,0,1,Corporate Auto,Call Center
SE30128,No,Extended,M,Single,139,6,9,0,1,Personal Auto,Call Center
VT78222,No,Basic,M,Married,116,31,4,0,7,Personal Auto,Call Center
AH17051,No,Extended,M,Married,94,34,66,0,2,Personal Auto,Branch
NC76877,No,Basic,F,Married,61,2,43,0,3,Corporate Auto,Web
JD71348,No,Extended,M,Married,92,0,84,0,3,Personal Auto,Branch
DR88293,No,Extended,M,Married,77,25,48,0,2,Personal Auto,Branch
ZB23962,No,Basic,M,Single,118,0,67,0,8,Personal Auto,Call Center
JO90877,No,Basic,F,Married,71,15,0,0,1,Personal Auto,Agent
IR45546,No,Extended,F,Married,131,35,91,0,6,Special Auto,Branch
LO99872,No,Basic,M,Married,70,6,52,0,4,Personal Auto,Agent
CW16221,No,Extended,F,Divorced,93,4,25,3,4,Corporate Auto,Web
UU92753,No,Basic,F,Married,108,4,91,0,2,Personal Auto,Call Center
WH63678,No,Basic,M,Married,68,11,4,1,1,Corporate Auto,Web
TE31876,No,Basic,F,Married,102,15,26,3,2,Personal Auto,Call Center
MU59158,No,Premium,F,Married,102,4,87,0,1,Personal Auto,Branch
LV57595,Yes,Basic,F,Married,64,5,80,0,6,Corporate Auto,Agent
GY99495,No,Extended,M,Divorced,84,6,93,0,7,Corporate Auto,Web
FN67085,No,Basic,M,Divorced,64,11,12,0,1,Corporate Auto,Web
US82470,No,Basic,M,Married,109,10,31,0,2,Corporate Auto,Branch
UN53508,No,Basic,F,Married,61,19,48,0,5,Corporate Auto,Web
FK37308,No,Basic,F,Married,72,19,48,0,1,Corporate Auto,Call Center
EW34780,Yes,Premium,F,Divorced,101,18,39,0,2,Personal Auto,Agent
HG97353,No,Premium,F,Married,109,5,60,0,8,Corporate Auto,Agent
FM31768,Yes,Extended,F,Divorced,76,16,56,0,3,Personal Auto,Agent
DO18118,No,Basic,F,Single,104,29,73,0,2,Personal Auto,Branch
BC31913,No,Basic,F,Married,73,30,39,0,2,Corporate Auto,Web
HB29169,No,Premium,F,Married,281,16,92,1,2,Personal Auto,Branch
KO86181,No,Basic,F,Single,111,3,73,3,6,Personal Auto,Agent
NT38409,No,Basic,M,Single,65,33,75,0,1,Corporate Auto,Call Center
IP77666,Yes,Extended,F,Married,88,7,3,0,2,Personal Auto,Call Center
KL80110,No,Basic,F,Married,116,5,12,0,6,Personal Auto,Branch
KR35099,Yes,Basic,M,Single,64,10,61,0,2,Personal Auto,Agent
YP41539,No,Basic,F,Married,66,9,18,1,4,Personal Auto,Call Center
MM10866,Yes,Basic,F,Married,107,2,74,0,3,Personal Auto,Branch
WD88264,Yes,Basic,M,Single,113,1,88,0,2,Corporate Auto,Call Center
XN18885,Yes,Basic,M,Married,61,6,48,0,2,Personal Auto,Agent
VB94165,No,Extended,M,Married,93,8,42,1,3,Special Auto,Agent
FG71665,Yes,Basic,M,Married,71,4,41,0,1,Personal Auto,Agent
IV98398,No,Extended,M,Married,126,3,21,0,2,Corporate Auto,Web
YN39714,No,Basic,F,Married,70,12,17,0,2,Personal Auto,Branch
WL92199,No,Basic,M,Divorced,66,3,21,0,1,Personal Auto,Call Center
KC36987,No,Premium,M,Married,170,23,86,1,8,Personal Auto,Branch
JW24212,Yes,Basic,M,Married,101,1,83,4,1,Personal Auto,Agent
OG57342,No,Basic,M,Married,65,8,50,0,1,Corporate Auto,Web
SN49269,No,Basic,M,Divorced,66,27,15,0,2,Personal Auto,Web
RE52529,Yes,Premium,F,Married,115,10,55,0,2,Corporate Auto,Web
EQ68292,No,Basic,M,Divorced,68,2,34,0,5,Corporate Auto,Agent
KF88603,No,Extended,M,Single,138,23,54,0,3,Personal Auto,Branch
JR62870,No,Basic,M,Single,72,8,39,0,9,Personal Auto,Branch
NN40477,No,Basic,F,Divorced,110,25,21,2,1,Personal Auto,Branch
JP40952,No,Basic,M,Single,101,4,60,0,1,Personal Auto,Agent
FG24548,No,Basic,M,Married,70,28,42,0,2,Personal Auto,Web
DZ89536,Yes,Extended,M,Married,83,3,72,3,1,Corporate Auto,Agent
GH64274,No,Extended,M,Married,82,8,74,0,2,Personal Auto,Branch
NX62002,Yes,Basic,M,Divorced,73,9,94,0,2,Corporate Auto,Agent
CV57391,No,Basic,F,Single,71,18,51,0,2,Personal Auto,Web
ZN36983,No,Extended,M,Married,86,19,99,1,2,Personal Auto,Web
OT40088,No,Basic,F,Single,66,1,73,0,2,Personal Auto,Web
CD56261,No,Basic,F,Single,102,16,34,0,5,Corporate Auto,Call Center
OG72448,No,Premium,M,Single,114,11,20,0,3,Personal Auto,Branch
IH64929,No,Basic,M,Single,63,35,45,0,3,Personal Auto,Branch
FD20455,No,Basic,M,Single,100,22,24,0,3,Personal Auto,Web
ET89070,No,Basic,F,Married,117,11,42,0,4,Personal Auto,Branch
DY87071,Yes,Extended,M,Divorced,95,12,17,1,6,Personal Auto,Agent
AX10148,No,Basic,F,Married,66,3,97,0,1,Personal Auto,Web
DB28487,No,Basic,F,Married,64,4,88,0,2,Personal Auto,Call Center
KU92052,No,Basic,F,Single,62,6,62,0,3,Personal Auto,Agent
FB17016,Yes,Extended,F,Married,138,20,11,0,1,Personal Auto,Agent
BM45823,No,Premium,M,Married,101,34,52,4,1,Personal Auto,Call Center
NN53003,No,Basic,M,Divorced,184,19,15,0,7,Personal Auto,Agent
LF94873,No,Premium,F,Single,190,21,35,1,7,Personal Auto,Branch
VB57504,No,Basic,M,Married,65,13,10,0,1,Personal Auto,Branch
NT25078,No,Extended,M,Married,88,9,6,2,1,Special Auto,Agent
FH86704,No,Extended,M,Single,93,7,85,0,4,Personal Auto,Agent
KX32370,No,Extended,M,Married,90,10,66,0,4,Corporate Auto,Branch
NN76284,No,Basic,F,Married,65,16,90,0,1,Corporate Auto,Branch
LJ43988,No,Premium,F,Married,102,30,12,0,2,Personal Auto,Agent
MM44301,Yes,Basic,F,Divorced,106,25,54,1,3,Corporate Auto,Agent
ED63600,No,Extended,M,Single,225,26,53,0,2,Corporate Auto,Agent
RT37588,No,Extended,F,Married,93,31,20,0,2,Personal Auto,Agent
LF19061,No,Basic,F,Married,68,0,23,1,5,Personal Auto,Web
EW73451,Yes,Basic,M,Married,65,8,23,0,1,Personal Auto,Call Center
UC29668,No,Basic,F,Divorced,71,4,18,0,1,Corporate Auto,Branch
ZC32761,No,Basic,M,Divorced,72,27,64,0,2,Personal Auto,Agent
FQ22639,No,Extended,M,Married,76,7,11,0,1,Personal Auto,Agent
YZ60434,No,Basic,M,Divorced,74,19,41,0,8,Personal Auto,Web
MJ45965,No,Basic,M,Single,68,3,51,0,2,Personal Auto,Branch
IS95398,No,Basic,F,Single,109,17,9,2,4,Personal Auto,Agent
LZ81665,No,Basic,M,Single,100,30,4,2,2,Personal Auto,Call Center
OP43389,No,Basic,F,Married,102,22,24,0,3,Corporate Auto,Agent
PI98333,No,Basic,F,Single,66,11,73,0,1,Personal Auto,Agent
YX67409,No,Basic,M,Married,101,5,86,0,9,Personal Auto,Call Center
XR85926,No,Basic,M,Married,67,28,49,0,2,Personal Auto,Call Center
MJ54807,Yes,Basic,M,Married,106,11,54,0,2,Personal Auto,Agent
AX36597,No,Extended,F,Married,81,8,47,0,8,Personal Auto,Branch
IC94434,Yes,Basic,F,Married,73,4,47,0,2,Corporate Auto,Call Center
ZX56541,No,Basic,M,Married,65,13,7,3,4,Personal Auto,Call Center
RI76571,No,Basic,M,Married,119,15,41,0,2,Personal Auto,Web
YL78930,No,Premium,M,Married,105,1,78,0,1,Personal Auto,Call Center
ZX17330,No,Basic,M,Divorced,64,30,37,0,1,Personal Auto,Agent
MK92016,No,Basic,M,Married,109,10,20,0,6,Corporate Auto,Branch
KH93541,No,Extended,F,Married,97,29,76,1,6,Corporate Auto,Branch
UG12132,No,Basic,F,Married,65,30,15,0,7,Personal Auto,Call Center
BV35683,Yes,Basic,F,Married,69,14,94,0,2,Personal Auto,Web
PN69476,No,Basic,M,Married,70,5,70,2,1,Personal Auto,Branch
HB70063,No,Basic,M,Single,111,17,35,0,1,Personal Auto,Call Center
CR59224,No,Basic,M,Married,72,31,77,0,3,Corporate Auto,Agent
RH97231,No,Basic,M,Married,110,9,26,0,3,Personal Auto,Branch
FY67942,No,Premium,F,Married,146,6,38,0,7,Personal Auto,Branch
HG68775,No,Premium,F,Married,115,34,18,0,1,Corporate Auto,Web
ED28429,No,Basic,M,Single,62,1,64,0,3,Personal Auto,Agent
IH17933,No,Basic,M,Married,112,0,33,0,1,Personal Auto,Call Center
NE67816,No,Basic,M,Married,63,31,11,0,1,Personal Auto,Branch
QJ65091,Yes,Basic,F,Divorced,112,12,93,0,3,Corporate Auto,Web
TR75465,No,Extended,M,Married,134,24,51,0,3,Personal Auto,Agent
LM12349,No,Premium,F,Married,155,6,21,0,4,Corporate Auto,Agent
