 satisfaccion , evaluacion ,numero_proyecto, horas_mensuales , antiguedad_empresa ,accidentes,promocionado,departamento,nivel_salario,abandono
 0.55 , 0.49 ,2, 180.00 , 5.00 ,1,0,tecnico,bajo,No
 0.83 , 0.84 ,4, 146.00 , 3.00 ,0,0,tecnico,bajo,No
 0.62 , 0.65 ,3, 249.00 , 3.00 ,0,0,tecnico,bajo,No
 0.60 , 0.54 ,3, 136.00 , 3.00 ,1,0,tecnico,bajo,No
 0.62 , 0.50 ,4, 198.00 , 3.00 ,1,0,tecnico,bajo,No
 0.23 , 0.88 ,5, 201.00 , 3.00 ,0,0,tecnico,bajo,No
 0.13 , 0.74 ,6, 132.00 , 4.00 ,1,0,tecnico,intermedio,No
 0.96 , 0.63 ,4, 142.00 , 4.00 ,0,0,tecnico,intermedio,No
 0.50 , 0.74 ,5, 256.00 , 3.00 ,1,0,soporte,intermedio,No
 0.66 , 0.72 ,3, 135.00 , 2.00 ,0,0,soporte,intermedio,No
 0.61 , 0.72 ,4, 209.00 , 2.00 ,0,0,soporte,intermedio,No
 0.45 , 0.48 ,5, 287.00 , 5.00 ,0,0,soporte,intermedio,No
 0.50 , 0.95 ,4, 222.00 , 3.00 ,1,0,soporte,intermedio,No
 0.75 , 0.82 ,3, 227.00 , 2.00 ,0,0,soporte,intermedio,No
 0.88 , 0.50 ,4, 162.00 , 2.00 ,0,0,soporte,intermedio,No
 0.49 , 0.79 ,5, 206.00 , 2.00 ,0,0,soporte,intermedio,No
 0.82 , 0.87 ,5, 273.00 , 6.00 ,0,0,soporte,intermedio,No
 0.92 , 0.65 ,4, 135.00 , 3.00 ,0,0,soporte,intermedio,No
 0.40 , 0.85 ,5, 99.00 , 2.00 ,1,0,soporte,alto,No
 0.36 , 0.61 ,4, 166.00 , 4.00 ,0,0,tecnico,bajo,No
 0.80 , 0.99 ,5, 187.00 , 3.00 ,1,0,tecnico,intermedio,No
 0.68 , 0.65 ,4, 134.00 , 3.00 ,0,0,tecnico,intermedio,No
 0.54 , 0.45 ,4, 137.00 , 3.00 ,1,0,gerencia,intermedio,No
 0.73 , 0.69 ,3, 175.00 , 2.00 ,0,0,IT,intermedio,No
 0.64 , 0.49 ,5, 188.00 , 2.00 ,0,0,IT,bajo,No
 0.12 , 0.39 ,5, 161.00 , 4.00 ,0,0,IT,bajo,No
 0.60 , 0.70 ,4, 145.00 , 6.00 ,0,0,IT,bajo,No
 0.36 , 0.62 ,4, 111.00 , 6.00 ,0,0,IT,bajo,No
 0.63 , 0.76 ,3, 176.00 , 2.00 ,0,0,producto,bajo,No
 0.67 , 0.94 ,2, 192.00 , 3.00 ,0,0,producto,bajo,No
 0.83 , 0.90 ,3, 179.00 , 2.00 ,1,0,producto,bajo,No
 0.48 , 0.90 ,4, 224.00 , 3.00 ,0,0,producto,bajo,No
 0.89 , 0.56 ,4, 241.00 , 5.00 ,0,0,IT,bajo,No
 0.71 , 0.96 ,3, 201.00 , 3.00 ,0,0,laboratorio,bajo,No
 0.31 , 0.59 ,4, 138.00 , 2.00 ,0,0,laboratorio,bajo,No
 0.89 , 0.84 ,5, 168.00 , 2.00 ,0,0,laboratorio,bajo,No
 0.38 , 0.51 ,2, 120.00 , 3.00 ,0,0,laboratorio,bajo,No
 0.88 , 0.92 ,3, 179.00 , 3.00 ,0,0,laboratorio,bajo,No
 0.64 , 0.85 ,3, 250.00 , 3.00 ,0,0,marketing,bajo,No
 0.65 , 0.74 ,4, 237.00 , 3.00 ,1,0,ventas,bajo,No
 0.65 , 0.81 ,4, 192.00 , 3.00 ,0,0,contabilidad,bajo,No
 0.54 , 0.97 ,4, 258.00 , 3.00 ,0,0,soporte,bajo,No
 0.69 , 0.76 ,4, 257.00 , 4.00 ,0,0,tecnico,bajo,No
 0.77 , 0.78 ,2, 271.00 , 3.00 ,0,0,gerencia,bajo,No
 0.28 , 0.66 ,3, 184.00 , 2.00 ,0,0,marketing,bajo,No
 0.33 , 0.40 ,6, 214.00 , 6.00 ,0,0,marketing,intermedio,No
 0.83 , 0.68 ,4, 198.00 , 3.00 ,0,0,marketing,intermedio,No
 0.89 , 0.73 ,3, 274.00 , 2.00 ,0,0,ventas,intermedio,No
 0.76 , 0.60 ,5, 279.00 , 2.00 ,0,0,ventas,intermedio,No
 0.83 , 0.64 ,5, 272.00 , 2.00 ,0,0,ventas,intermedio,No
 0.57 , 0.85 ,4, 152.00 , 3.00 ,0,0,ventas,intermedio,No
 0.61 , 0.89 ,2, 287.00 , 4.00 ,0,0,ventas,intermedio,No
 0.96 , 0.89 ,2, 239.00 , 6.00 ,1,0,ventas,intermedio,No
 0.17 , 0.50 ,4, 274.00 , 6.00 ,0,0,ventas,intermedio,No
 0.61 , 0.60 ,4, 121.00 , 2.00 ,0,0,ventas,intermedio,No
 0.73 , 0.74 ,5, 199.00 , 2.00 ,0,0,ventas,intermedio,No
 0.30 , 0.39 ,3, 175.00 , 3.00 ,0,0,ventas,intermedio,No
 0.42 , 0.67 ,2, 115.00 , 3.00 ,0,0,ventas,alto,No
 0.65 , 0.75 ,3, 194.00 , 4.00 ,1,0,ventas,bajo,No
 0.17 , 0.45 ,2, 119.00 , 3.00 ,0,0,ventas,intermedio,No
 0.12 , 0.82 ,5, 162.00 , 4.00 ,1,0,ventas,intermedio,No
 0.70 , 0.78 ,5, 264.00 , 2.00 ,0,0,ventas,intermedio,No
 0.87 , 0.88 ,3, 179.00 , 2.00 ,0,0,ventas,intermedio,No
 0.43 , 0.44 ,5, 213.00 , 3.00 ,0,0,ventas,bajo,No
 0.84 , 0.65 ,3, 269.00 , 2.00 ,0,0,ventas,bajo,No
 0.94 , 0.55 ,3, 160.00 , 3.00 ,0,0,ventas,bajo,No
 0.89 , 0.76 ,4, 133.00 , 2.00 ,0,0,contabilidad,bajo,No
 0.69 , 0.75 ,5, 201.00 , 3.00 ,0,0,contabilidad,bajo,No
 0.18 , 0.99 ,4, 160.00 , 5.00 ,0,0,contabilidad,bajo,No
 0.98 , 0.69 ,3, 274.00 , 3.00 ,0,0,recursos_humanos,bajo,No
 0.30 , 0.88 ,5, 245.00 , 4.00 ,0,0,recursos_humanos,bajo,No
 0.51 , 0.53 ,3, 237.00 , 3.00 ,0,0,recursos_humanos,intermedio,No
 0.76 , 0.90 ,3, 279.00 , 6.00 ,0,0,recursos_humanos,intermedio,No
 0.67 , 0.96 ,4, 207.00 , 3.00 ,0,0,tecnico,intermedio,No
 0.12 , 0.84 ,4, 218.00 , 6.00 ,0,0,tecnico,intermedio,No
 0.42 , 0.41 ,5, 240.00 , 2.00 ,0,0,tecnico,intermedio,No
 0.69 , 0.76 ,3, 153.00 , 3.00 ,0,0,tecnico,intermedio,No
 0.63 , 0.96 ,3, 144.00 , 2.00 ,0,0,tecnico,intermedio,No
 0.66 , 0.62 ,2, 159.00 , 3.00 ,1,0,tecnico,intermedio,No
 0.50 , 0.50 ,3, 237.00 , 2.00 ,0,0,tecnico,intermedio,No
 0.67 , 0.82 ,5, 148.00 , 2.00 ,1,0,tecnico,intermedio,No
 0.59 , 0.62 ,4, 205.00 , 3.00 ,0,0,tecnico,intermedio,No
 0.75 , 0.78 ,2, 264.00 , 3.00 ,1,0,tecnico,intermedio,No
 0.88 , 0.89 ,5, 189.00 , 2.00 ,0,0,tecnico,intermedio,No
 0.99 , 0.75 ,3, 243.00 , 3.00 ,0,0,soporte,intermedio,No
 0.44 , 0.42 ,2, 199.00 , 2.00 ,0,0,soporte,intermedio,No
 0.65 , 0.78 ,4, 205.00 , 2.00 ,0,0,soporte,intermedio,No
 0.88 , 0.63 ,3, 184.00 , 4.00 ,0,0,soporte,intermedio,No
 0.58 , 0.79 ,2, 274.00 , 4.00 ,0,0,soporte,intermedio,No
 0.99 , 0.90 ,4, 181.00 , 3.00 ,0,0,soporte,intermedio,No
 0.76 , 0.71 ,3, 205.00 , 2.00 ,0,0,soporte,intermedio,No
 0.14 , 0.98 ,5, 172.00 , 5.00 ,0,0,soporte,intermedio,No
 0.57 , 0.86 ,3, 164.00 , 2.00 ,0,0,soporte,intermedio,No
 0.52 , 0.82 ,3, 138.00 , 2.00 ,1,0,soporte,intermedio,No
 0.71 , 0.55 ,5, 262.00 , 3.00 ,0,0,soporte,intermedio,No
 0.27 , 0.75 ,5, 264.00 , 3.00 ,0,0,tecnico,intermedio,No
 0.49 , 0.52 ,3, 225.00 , 2.00 ,0,0,tecnico,alto,No
 0.59 , 0.50 ,3, 199.00 , 2.00 ,0,0,tecnico,alto,No
 0.24 , 0.65 ,6, 210.00 , 5.00 ,0,0,gerencia,alto,No
 0.18 , 0.87 ,6, 226.00 , 4.00 ,0,0,IT,alto,No
 0.73 , 0.62 ,5, 134.00 , 3.00 ,0,0,IT,alto,No
 0.78 , 0.63 ,6, 111.00 , 6.00 ,0,0,IT,alto,No
 0.94 , 0.73 ,5, 142.00 , 2.00 ,1,0,IT,alto,No
 0.86 , 0.53 ,3, 213.00 , 3.00 ,0,0,IT,alto,No
 0.97 , 0.88 ,4, 139.00 , 2.00 ,0,0,producto,alto,No
 0.49 , 0.54 ,3, 145.00 , 3.00 ,0,0,producto,alto,No
 0.82 , 0.48 ,4, 149.00 , 6.00 ,0,0,producto,alto,No
 0.86 , 0.64 ,4, 147.00 , 2.00 ,1,0,producto,alto,No
 0.30 , 0.39 ,3, 193.00 , 3.00 ,1,0,IT,bajo,No
 0.70 , 0.38 ,4, 270.00 , 2.00 ,0,0,laboratorio,bajo,No
 0.80 , 0.78 ,5, 266.00 , 3.00 ,0,0,laboratorio,bajo,No
 0.36 , 0.63 ,2, 278.00 , 4.00 ,0,0,laboratorio,bajo,No
 0.40 , 0.61 ,3, 165.00 , 2.00 ,0,0,laboratorio,bajo,No
 0.80 , 0.58 ,4, 175.00 , 2.00 ,0,0,laboratorio,bajo,No
 0.98 , 0.73 ,4, 140.00 , 4.00 ,0,0,marketing,bajo,No
 0.92 , 0.67 ,3, 149.00 , 3.00 ,0,0,ventas,bajo,No
 0.68 , 1.00 ,3, 205.00 , 4.00 ,0,0,contabilidad,bajo,No
 1.00 , 0.59 ,3, 253.00 , 3.00 ,0,0,soporte,bajo,No
 0.80 , 0.54 ,3, 222.00 , 4.00 ,0,0,tecnico,bajo,No
 0.85 , 0.69 ,4, 216.00 , 4.00 ,0,0,gerencia,bajo,No
 0.69 , 0.60 ,3, 139.00 , 2.00 ,0,0,marketing,bajo,No
 0.57 , 0.52 ,4, 252.00 , 2.00 ,0,0,marketing,bajo,No
 0.33 , 0.72 ,2, 173.00 , 2.00 ,0,0,marketing,bajo,No
 0.19 , 0.48 ,6, 178.00 , 3.00 ,1,0,ventas,intermedio,No
 0.50 , 0.63 ,3, 160.00 , 2.00 ,0,0,ventas,intermedio,No
 0.52 , 0.88 ,3, 261.00 , 4.00 ,0,0,ventas,intermedio,No
 0.13 , 0.52 ,6, 188.00 , 3.00 ,0,0,ventas,intermedio,No
 0.18 , 0.73 ,4, 219.00 , 5.00 ,0,0,ventas,intermedio,No
 0.86 , 0.64 ,4, 263.00 , 3.00 ,0,0,ventas,intermedio,No
 0.86 , 0.59 ,4, 165.00 , 3.00 ,0,0,ventas,intermedio,No
 0.16 , 0.76 ,6, 218.00 , 6.00 ,0,0,ventas,intermedio,No
 0.43 , 0.46 ,2, 239.00 , 3.00 ,1,0,ventas,intermedio,No
 0.79 , 0.63 ,3, 212.00 , 2.00 ,1,0,ventas,intermedio,No
 0.51 , 0.67 ,4, 133.00 , 3.00 ,0,0,ventas,intermedio,No
 0.83 , 0.55 ,5, 250.00 , 3.00 ,1,0,ventas,intermedio,No
 0.61 , 0.45 ,3, 114.00 , 3.00 ,0,0,ventas,alto,No
 0.65 , 0.57 ,3, 168.00 , 2.00 ,0,0,ventas,alto,No
 0.95 , 0.83 ,4, 252.00 , 2.00 ,0,0,ventas,alto,No
 0.63 , 0.64 ,5, 189.00 , 4.00 ,0,0,ventas,alto,No
 0.72 , 0.60 ,3, 265.00 , 2.00 ,1,0,ventas,alto,No
 0.80 , 0.57 ,3, 176.00 , 3.00 ,0,0,ventas,alto,No
 0.70 , 0.57 ,4, 150.00 , 4.00 ,0,0,ventas,alto,No
 0.45 , 0.79 ,5, 97.00 , 6.00 ,1,0,contabilidad,alto,No
 0.64 , 0.85 ,4, 265.00 , 2.00 ,0,0,contabilidad,bajo,No
 0.94 , 0.48 ,4, 260.00 , 4.00 ,0,0,contabilidad,bajo,No
 0.57 , 0.76 ,4, 164.00 , 2.00 ,0,0,recursos_humanos,bajo,No
 0.35 , 0.56 ,4, 142.00 , 2.00 ,0,0,recursos_humanos,bajo,No
 0.75 , 0.81 ,2, 247.00 , 4.00 ,0,0,recursos_humanos,bajo,No
 0.70 , 0.92 ,5, 182.00 , 3.00 ,0,0,recursos_humanos,bajo,No
 0.70 , 0.47 ,2, 238.00 , 3.00 ,0,0,tecnico,bajo,No
 0.61 , 0.62 ,3, 191.00 , 3.00 ,0,0,tecnico,bajo,No
 0.78 , 0.87 ,4, 178.00 , 3.00 ,0,0,tecnico,intermedio,No
 0.97 , 0.77 ,4, 208.00 , 2.00 ,0,0,tecnico,intermedio,No
 0.51 , 0.76 ,3, 256.00 , 2.00 ,0,0,tecnico,intermedio,No
 0.56 , 0.71 ,5, 243.00 , 3.00 ,0,0,tecnico,intermedio,No
 0.87 , 0.55 ,3, 233.00 , 3.00 ,0,0,tecnico,intermedio,No
 0.64 , 0.78 ,5, 200.00 , 3.00 ,0,0,tecnico,intermedio,No
 0.60 , 0.85 ,2, 226.00 , 2.00 ,1,0,tecnico,intermedio,No
 0.90 , 0.76 ,2, 150.00 , 2.00 ,0,0,tecnico,intermedio,No
 0.54 , 0.62 ,2, 141.00 , 2.00 ,0,0,tecnico,intermedio,No
 0.23 , 0.80 ,5, 139.00 , 3.00 ,0,0,soporte,intermedio,No
 0.80 , 0.81 ,3, 199.00 , 4.00 ,1,0,soporte,intermedio,No
 0.23 , 0.78 ,4, 154.00 , 6.00 ,1,0,soporte,intermedio,No
 0.81 , 0.51 ,3, 247.00 , 2.00 ,0,0,soporte,intermedio,No
 0.35 , 0.60 ,5, 239.00 , 5.00 ,0,0,soporte,intermedio,No
 0.67 , 0.80 ,4, 137.00 , 2.00 ,0,0,soporte,intermedio,No
 0.46 , 0.60 ,4, 119.00 , 5.00 ,0,0,soporte,intermedio,No
 0.84 , 0.98 ,4, 134.00 , 5.00 ,1,0,soporte,intermedio,No
 0.92 , 0.79 ,3, 243.00 , 4.00 ,0,0,soporte,intermedio,No
 0.75 , 0.93 ,5, 210.00 , 3.00 ,0,0,soporte,intermedio,No
 0.70 , 0.57 ,4, 265.00 , 2.00 ,0,0,soporte,intermedio,No
 0.70 , 0.75 ,4, 204.00 , 3.00 ,0,0,tecnico,intermedio,No
 0.90 , 0.81 ,6, 273.00 , 5.00 ,0,0,tecnico,intermedio,No
 0.80 , 1.00 ,3, 177.00 , 2.00 ,0,0,tecnico,intermedio,No
 0.50 , 0.65 ,5, 285.00 , 6.00 ,0,0,gerencia,alto,No
 0.84 , 0.72 ,4, 222.00 , 2.00 ,0,0,IT,bajo,No
 0.48 , 0.94 ,3, 185.00 , 2.00 ,1,0,IT,intermedio,No
 0.98 , 0.87 ,5, 151.00 , 6.00 ,0,0,IT,intermedio,No
 0.64 , 0.96 ,3, 109.00 , 4.00 ,0,0,IT,intermedio,No
 0.58 , 0.53 ,4, 192.00 , 4.00 ,0,0,IT,intermedio,No
 0.66 , 0.89 ,4, 139.00 , 3.00 ,0,0,producto,intermedio,No
 0.76 , 0.98 ,4, 191.00 , 2.00 ,0,0,producto,intermedio,No
 0.32 , 0.42 ,6, 114.00 , 3.00 ,0,0,producto,intermedio,No
 0.49 , 0.87 ,3, 212.00 , 2.00 ,0,0,producto,intermedio,No
 0.81 , 0.51 ,3, 162.00 , 2.00 ,0,0,IT,intermedio,No
 0.42 , 0.48 ,5, 191.00 , 5.00 ,0,0,laboratorio,intermedio,No
 0.17 , 0.85 ,3, 234.00 , 3.00 ,0,0,laboratorio,bajo,No
 0.49 , 0.59 ,4, 265.00 , 3.00 ,0,0,laboratorio,bajo,No
 0.34 , 0.69 ,6, 283.00 , 2.00 ,0,0,laboratorio,bajo,No
 0.86 , 0.81 ,3, 232.00 , 4.00 ,0,0,laboratorio,bajo,No
 0.51 , 0.71 ,4, 208.00 , 3.00 ,1,0,marketing,bajo,No
 0.49 , 0.99 ,4, 258.00 , 3.00 ,1,0,ventas,bajo,No
 0.49 , 0.63 ,3, 175.00 , 2.00 ,0,0,contabilidad,bajo,No
 0.51 , 0.59 ,3, 238.00 , 3.00 ,0,0,soporte,alto,No
 0.64 , 0.52 ,3, 166.00 , 3.00 ,0,0,tecnico,bajo,No
 0.62 , 0.85 ,4, 225.00 , 2.00 ,0,0,gerencia,alto,No
 0.81 , 0.52 ,4, 221.00 , 6.00 ,0,0,marketing,alto,No
 0.95 , 0.57 ,2, 263.00 , 3.00 ,0,0,marketing,bajo,No
 0.88 , 0.66 ,4, 218.00 , 4.00 ,1,0,marketing,bajo,No
 0.87 , 0.68 ,5, 236.00 , 4.00 ,0,0,ventas,alto,No
 0.73 , 0.68 ,5, 133.00 , 2.00 ,0,0,ventas,bajo,No
 0.98 , 0.73 ,2, 237.00 , 3.00 ,0,0,ventas,intermedio,No
 0.77 , 0.48 ,3, 204.00 , 6.00 ,0,0,ventas,alto,No
 0.76 , 0.99 ,3, 166.00 , 3.00 ,0,0,ventas,intermedio,No
 0.21 , 0.93 ,4, 189.00 , 2.00 ,1,0,ventas,intermedio,No
 0.72 , 0.63 ,4, 251.00 , 3.00 ,0,0,ventas,intermedio,No
 0.41 , 0.56 ,2, 121.00 , 2.00 ,0,0,ventas,intermedio,No
 0.90 , 0.56 ,3, 149.00 , 2.00 ,0,0,ventas,alto,No
 0.96 , 0.90 ,5, 198.00 , 2.00 ,0,0,ventas,intermedio,No
 0.61 , 0.48 ,4, 163.00 , 3.00 ,0,0,ventas,intermedio,No
 0.60 , 0.80 ,4, 222.00 , 2.00 ,0,0,ventas,intermedio,No
 0.50 , 0.76 ,2, 107.00 , 4.00 ,0,0,ventas,alto,No
 0.79 , 0.61 ,4, 162.00 , 2.00 ,0,0,ventas,intermedio,No
 0.32 , 0.69 ,6, 192.00 , 3.00 ,0,0,ventas,alto,No
 0.85 , 0.59 ,5, 236.00 , 3.00 ,0,0,ventas,bajo,No
 0.90 , 0.62 ,5, 225.00 , 2.00 ,0,0,ventas,intermedio,No
 0.74 , 0.54 ,4, 167.00 , 2.00 ,0,0,ventas,intermedio,No
 0.21 , 0.76 ,6, 219.00 , 4.00 ,1,0,ventas,intermedio,No
 0.91 , 0.61 ,3, 255.00 , 3.00 ,0,0,contabilidad,intermedio,No
 0.90 , 0.66 ,5, 137.00 , 2.00 ,0,0,contabilidad,bajo,No
 0.74 , 0.99 ,4, 193.00 , 3.00 ,0,0,contabilidad,bajo,No
 0.76 , 0.75 ,3, 239.00 , 2.00 ,0,0,recursos_humanos,bajo,No
 0.45 , 0.61 ,5, 179.00 , 5.00 ,0,0,recursos_humanos,bajo,No
 0.73 , 0.63 ,3, 205.00 , 2.00 ,1,0,recursos_humanos,bajo,No
 0.60 , 0.73 ,3, 140.00 , 5.00 ,1,0,recursos_humanos,bajo,No
 0.80 , 0.77 ,5, 256.00 , 2.00 ,0,0,tecnico,bajo,No
 0.53 , 0.70 ,4, 243.00 , 3.00 ,0,0,tecnico,bajo,No
 0.97 , 0.63 ,5, 163.00 , 3.00 ,0,0,tecnico,bajo,No
 0.64 , 0.99 ,3, 167.00 , 2.00 ,0,0,tecnico,bajo,No
 0.92 , 0.59 ,4, 190.00 , 5.00 ,0,0,tecnico,alto,No
 0.60 , 0.57 ,5, 145.00 , 3.00 ,1,0,tecnico,bajo,No
 1.00 , 0.60 ,4, 265.00 , 4.00 ,0,0,tecnico,bajo,No
 0.69 , 0.63 ,4, 272.00 , 2.00 ,0,0,tecnico,bajo,No
 0.53 , 0.45 ,5, 140.00 , 5.00 ,0,0,tecnico,bajo,No
 0.63 , 0.58 ,4, 236.00 , 2.00 ,0,0,tecnico,alto,No
 0.57 , 0.89 ,4, 255.00 , 3.00 ,1,0,tecnico,bajo,No
 0.79 , 0.45 ,5, 131.00 , 6.00 ,0,0,soporte,bajo,No
 0.68 , 0.92 ,4, 209.00 , 6.00 ,0,0,soporte,bajo,No
 0.56 , 0.61 ,3, 250.00 , 2.00 ,0,0,soporte,alto,No
 0.48 , 0.51 ,3, 201.00 , 2.00 ,1,0,soporte,bajo,No
 0.59 , 0.67 ,4, 271.00 , 2.00 ,0,0,soporte,intermedio,No
 0.34 , 0.76 ,6, 237.00 , 5.00 ,0,0,soporte,alto,No
 0.98 , 0.87 ,3, 239.00 , 4.00 ,0,0,soporte,intermedio,No
 0.36 , 0.45 ,2, 135.00 , 3.00 ,1,0,soporte,alto,No
 0.60 , 0.58 ,2, 182.00 , 2.00 ,0,0,soporte,intermedio,No
 0.24 , 0.54 ,6, 193.00 , 4.00 ,0,0,soporte,intermedio,No
 0.67 , 0.72 ,4, 192.00 , 3.00 ,1,0,soporte,intermedio,No
 0.17 , 0.60 ,5, 144.00 , 6.00 ,0,0,tecnico,intermedio,No
 0.57 , 0.58 ,3, 251.00 , 3.00 ,0,0,tecnico,intermedio,No
 0.70 , 0.85 ,3, 161.00 , 2.00 ,0,0,tecnico,intermedio,No
 0.73 , 0.62 ,3, 171.00 , 3.00 ,0,0,gerencia,intermedio,No
 0.61 , 0.86 ,4, 153.00 , 5.00 ,0,0,IT,intermedio,No
 0.95 , 0.96 ,4, 161.00 , 2.00 ,0,0,IT,alto,No
 0.85 , 0.55 ,3, 226.00 , 4.00 ,0,0,IT,bajo,No
 0.72 , 0.90 ,3, 193.00 , 3.00 ,0,0,IT,intermedio,No
 0.84 , 0.66 ,4, 204.00 , 3.00 ,0,0,IT,intermedio,No
 0.57 , 0.47 ,2, 158.00 , 2.00 ,0,0,producto,intermedio,No
 0.69 , 0.69 ,3, 236.00 , 4.00 ,0,0,producto,intermedio,No
 0.57 , 0.68 ,4, 191.00 , 3.00 ,0,0,producto,intermedio,No
 0.52 , 0.59 ,6, 104.00 , 4.00 ,0,0,producto,intermedio,No
 0.56 , 0.55 ,3, 245.00 , 2.00 ,0,0,IT,intermedio,No
 0.75 , 0.74 ,3, 186.00 , 3.00 ,1,0,laboratorio,intermedio,No
 0.98 , 0.75 ,5, 168.00 , 4.00 ,1,0,laboratorio,intermedio,No
 0.48 , 0.55 ,4, 262.00 , 3.00 ,1,0,laboratorio,alto,No
 0.35 , 0.67 ,2, 116.00 , 3.00 ,0,0,laboratorio,bajo,No
 0.66 , 0.93 ,4, 187.00 , 2.00 ,0,0,laboratorio,bajo,No
 0.79 , 0.90 ,5, 184.00 , 3.00 ,0,0,marketing,bajo,No
 0.86 , 0.53 ,4, 155.00 , 3.00 ,0,0,marketing,alto,No
 0.88 , 1.00 ,5, 190.00 , 2.00 ,0,0,ventas,bajo,No
 0.83 , 0.64 ,3, 242.00 , 3.00 ,0,0,contabilidad,bajo,No
 0.80 , 0.64 ,5, 204.00 , 2.00 ,0,0,soporte,bajo,No
 0.64 , 0.69 ,4, 232.00 , 3.00 ,0,0,tecnico,alto,No
 0.72 , 0.59 ,4, 245.00 , 2.00 ,0,0,gerencia,bajo,No
 0.67 , 0.61 ,3, 251.00 , 2.00 ,0,0,marketing,bajo,No
 0.75 , 0.70 ,4, 179.00 , 2.00 ,0,0,marketing,bajo,No
 0.65 , 0.95 ,4, 153.00 , 2.00 ,0,0,marketing,bajo,No
 0.98 , 0.98 ,5, 210.00 , 6.00 ,0,0,ventas,bajo,No
 0.68 , 0.80 ,2, 257.00 , 2.00 ,1,0,ventas,bajo,No
 0.52 , 0.37 ,3, 137.00 , 4.00 ,0,0,ventas,bajo,No
 0.68 , 0.93 ,4, 179.00 , 2.00 ,0,0,ventas,intermedio,No
 0.92 , 0.74 ,4, 213.00 , 3.00 ,0,0,ventas,intermedio,No
 0.86 , 0.79 ,3, 106.00 , 6.00 ,1,0,ventas,intermedio,No
 0.50 , 0.99 ,4, 272.00 , 2.00 ,0,0,ventas,intermedio,No
 0.35 , 0.37 ,4, 153.00 , 2.00 ,0,0,ventas,intermedio,No
 0.76 , 0.97 ,5, 172.00 , 3.00 ,0,0,ventas,intermedio,No
 0.66 , 0.95 ,4, 224.00 , 2.00 ,0,0,ventas,intermedio,No
 0.58 , 0.71 ,3, 230.00 , 3.00 ,1,0,ventas,intermedio,No
 0.55 , 0.97 ,4, 222.00 , 4.00 ,0,0,ventas,intermedio,No
 0.90 , 0.53 ,3, 270.00 , 3.00 ,0,0,ventas,intermedio,No
 0.75 , 0.71 ,4, 205.00 , 3.00 ,0,0,ventas,intermedio,No
 0.90 , 0.63 ,4, 134.00 , 3.00 ,1,0,ventas,intermedio,No
 0.14 , 0.54 ,5, 275.00 , 4.00 ,1,0,ventas,alto,No
 0.86 , 0.57 ,4, 183.00 , 3.00 ,0,0,ventas,bajo,No
 0.56 , 0.84 ,4, 143.00 , 4.00 ,0,0,ventas,intermedio,No
 0.54 , 0.63 ,5, 259.00 , 2.00 ,0,0,ventas,intermedio,No
 0.36 , 0.80 ,5, 186.00 , 4.00 ,0,0,contabilidad,intermedio,No
 0.82 , 0.59 ,3, 155.00 , 3.00 ,0,0,contabilidad,intermedio,No
 0.49 , 0.42 ,2, 266.00 , 3.00 ,0,0,contabilidad,bajo,No
 0.77 , 0.97 ,3, 215.00 , 2.00 ,0,0,recursos_humanos,bajo,No
 0.64 , 0.83 ,4, 179.00 , 3.00 ,0,0,recursos_humanos,bajo,No
 0.93 , 0.53 ,3, 217.00 , 3.00 ,0,0,recursos_humanos,bajo,No
 0.96 , 0.94 ,5, 235.00 , 3.00 ,0,0,recursos_humanos,bajo,No
 0.60 , 0.97 ,3, 164.00 , 2.00 ,0,0,tecnico,bajo,No
 0.58 , 0.55 ,3, 178.00 , 5.00 ,0,0,tecnico,bajo,No
 0.52 , 0.49 ,5, 170.00 , 3.00 ,0,0,tecnico,bajo,No
 0.74 , 0.79 ,5, 241.00 , 3.00 ,0,0,tecnico,bajo,No
 0.64 , 0.99 ,4, 222.00 , 2.00 ,0,0,tecnico,bajo,No
 0.93 , 0.59 ,3, 233.00 , 3.00 ,0,0,tecnico,bajo,No
 0.76 , 0.49 ,5, 243.00 , 3.00 ,0,0,tecnico,bajo,No
 0.50 , 0.54 ,4, 175.00 , 2.00 ,0,0,tecnico,bajo,No
 0.79 , 0.55 ,4, 266.00 , 3.00 ,0,0,tecnico,bajo,No
 0.97 , 0.95 ,5, 201.00 , 2.00 ,0,0,tecnico,bajo,No
 0.60 , 0.49 ,5, 259.00 , 4.00 ,0,0,tecnico,bajo,No
 0.84 , 0.73 ,5, 105.00 , 5.00 ,0,0,soporte,bajo,No
 0.75 , 0.99 ,5, 189.00 , 3.00 ,0,0,soporte,bajo,No
 0.24 , 0.91 ,4, 232.00 , 2.00 ,0,0,soporte,bajo,No
 0.24 , 0.91 ,5, 258.00 , 6.00 ,0,0,soporte,bajo,No
 0.51 , 0.58 ,5, 173.00 , 3.00 ,0,0,soporte,bajo,No
 0.50 , 0.88 ,4, 147.00 , 3.00 ,0,0,soporte,intermedio,No
 0.66 , 0.36 ,3, 256.00 , 6.00 ,0,0,soporte,intermedio,No
 0.97 , 0.77 ,3, 206.00 , 4.00 ,0,0,soporte,intermedio,No
 0.61 , 0.50 ,4, 175.00 , 3.00 ,0,0,soporte,intermedio,No
 0.77 , 0.49 ,4, 274.00 , 2.00 ,1,0,soporte,intermedio,No
 0.74 , 0.64 ,3, 229.00 , 3.00 ,0,0,soporte,intermedio,No
